Hourly measurement data supplied by UK-air on 06/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Westminster",,,
Date,Time,"Ozone",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Ozone",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Nitrogen dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status
2021-01-06,10:00:00,16.76388,V ugm-3,24.82971,V ugm-3,7.4,V ugm-3 (TEOM FDMS),28.28905,V ugm-3,21.64593,V ugm-3,5.401,V ugm-3 (Ref.eq),36.09956,V ugm-3,12,V ugm-3 (BAM)
2021-01-06,11:00:00,16.51442,V ugm-3,29.84168,V ugm-3,8.6,V ugm-3 (TEOM FDMS),30.83357,V ugm-3,21.21519,V ugm-3,5.519,V ugm-3 (Ref.eq),31.90643,V ugm-3,8,V ugm-3 (BAM)
2021-01-06,12:00:00,22.61793,V ugm-3,22.19769,V ugm-3,11,V ugm-3 (TEOM FDMS),35.22411,V ugm-3,15.03468,V ugm-3,4.104,V ugm-3 (Ref.eq),29.98004,V ugm-3,6,V ugm-3 (BAM)
2021-01-06,13:00:00,15.56646,V ugm-3,No data,V ugm-3,6.9,V ugm-3 (TEOM FDMS),34.07658,V ugm-3,14.02619,V ugm-3,4.575,V ugm-3 (Ref.eq),23.57546,V ugm-3,5,V ugm-3 (BAM)
2021-01-06,14:00:00,16.56431,V ugm-3,23.41602,V ugm-3,6.7,V ugm-3 (TEOM FDMS),31.33249,V ugm-3,14.13632,V ugm-3,4.67,V ugm-3 (Ref.eq),24.25597,V ugm-3,6,V ugm-3 (BAM)
2021-01-06,15:00:00,19.90711,V ugm-3,19.06743,V ugm-3,6.2,V ugm-3 (TEOM FDMS),35.274,V ugm-3,13.99156,V ugm-3,4.245,V ugm-3 (Ref.eq),26.74907,V ugm-3,6,V ugm-3 (BAM)
2021-01-06,16:00:00,16.51442,V ugm-3,23.78982,V ugm-3,7.3,V ugm-3 (TEOM FDMS),27.64045,V ugm-3,20.13149,V ugm-3,5.047,V ugm-3 (Ref.eq),27.14372,V ugm-3,9,V ugm-3 (BAM)
2021-01-06,17:00:00,14.01979,V ugm-3,30.39081,V ugm-3,6.8,V ugm-3 (TEOM FDMS),24.54711,V ugm-3,25.72531,V ugm-3,4.953,V ugm-3 (Ref.eq),36.71991,V ugm-3,6,V ugm-3 (BAM)
2021-01-06,18:00:00,7.9828,V ugm-3,37.91268,V ugm-3,9,V ugm-3 (TEOM FDMS),11.3256,V ugm-3,39.6452,V ugm-3,6.415,V ugm-3 (Ref.eq),41.19574,V ugm-3,5,V ugm-3 (BAM)
2021-01-06,19:00:00,9.77893,V ugm-3,34.31729,V ugm-3,9.5,V ugm-3 (TEOM FDMS),8.23226,V ugm-3,44.70879,V ugm-3,8.302,V ugm-3 (Ref.eq),48.2226,V ugm-3,9,V ugm-3 (BAM)
2021-01-06,20:00:00,9.42968,V ugm-3,36.19594,V ugm-3,7.9,V ugm-3 (TEOM FDMS),11.72474,V ugm-3,40.13525,V ugm-3,8.538,V ugm-3 (Ref.eq),45.04745,V ugm-3,7,V ugm-3 (BAM)
2021-01-06,21:00:00,11.67485,V ugm-3,34.4872,V ugm-3,9.1,V ugm-3 (TEOM FDMS),14.41893,V ugm-3,37.54151,V ugm-3,8.326,V ugm-3 (Ref.eq),44.76505,V ugm-3,8,V ugm-3 (BAM)
2021-01-06,22:00:00,14.76818,V ugm-3,32.34253,V ugm-3,7.7,V ugm-3 (TEOM FDMS),14.06969,V ugm-3,37.39845,V ugm-3,8.042,V ugm-3 (Ref.eq),34.22454,V ugm-3,9,V ugm-3 (BAM)
2021-01-06,23:00:00,11.42538,V ugm-3,32.79902,V ugm-3,9.9,V ugm-3 (TEOM FDMS),16.16517,V ugm-3,33.2054,V ugm-3,10.142,V ugm-3 (Ref.eq),35.24376,V ugm-3,14,V ugm-3 (BAM)
2021-01-06,24:00:00,12.87227,V ugm-3,32.75332,V ugm-3,12.7,V ugm-3 (TEOM FDMS),22.20216,V ugm-3,23.953,V ugm-3,10.142,V ugm-3 (Ref.eq),27.0276,V ugm-3,13,V ugm-3 (BAM)
2021-01-07,01:00:00,14.36904,V ugm-3,24.87877,V ugm-3,11.5,V ugm-3 (TEOM FDMS),No data,V ugm-3,24.02844,V ugm-3,10.778,V ugm-3 (Ref.eq),26.65474,V ugm-3,12,V ugm-3 (BAM)
2021-01-07,02:00:00,21.55356,V ugm-3,18.45725,V ugm-3,11.6,V ugm-3 (TEOM FDMS),25.74453,V ugm-3,21.76807,V ugm-3,10.873,V ugm-3 (Ref.eq),23.18134,V ugm-3,9,V ugm-3 (BAM)
2021-01-07,03:00:00,22.30195,V ugm-3,18.04312,V ugm-3,11.8,V ugm-3 (TEOM FDMS),28.6383,V ugm-3,18.3288,V ugm-3,12.453,V ugm-3 (Ref.eq),22.08644,V ugm-3,10,V ugm-3 (BAM)
2021-01-07,04:00:00,21.75313,V ugm-3,19.17148,V ugm-3,15.7,V ugm-3 (TEOM FDMS),14.81807,V ugm-3,29.26071,V ugm-3,14.222,V ugm-3 (Ref.eq),27.35324,V ugm-3,13,V ugm-3 (BAM)
2021-01-07,05:00:00,17.16302,V ugm-3,23.19251,V ugm-3,16.9,V ugm-3 (TEOM FDMS),15.01764,V ugm-3,31.24153,V ugm-3,15.047,V ugm-3 (Ref.eq),27.97626,V ugm-3,18,V ugm-3 (BAM)
2021-01-07,06:00:00,13.62065,V ugm-3,30.69899,V ugm-3,16.9,V ugm-3 (TEOM FDMS),11.37549,V ugm-3,36.80711,V ugm-3,14.41,V ugm-3 (Ref.eq),29.67511,V ugm-3,18,V ugm-3 (BAM)
2021-01-07,07:00:00,6.18667,V ugm-3,47.13093,V ugm-3,16.3,V ugm-3 (TEOM FDMS),14.6185,V ugm-3,36.50218,V ugm-3,15.071,V ugm-3 (Ref.eq),41.51155,V ugm-3,15,V ugm-3 (BAM)
2021-01-07,08:00:00,1.64645,V ugm-3,53.11353,V ugm-3,19.2,V ugm-3 (TEOM FDMS),10.17807,V ugm-3,39.87587,V ugm-3,15.236,V ugm-3 (Ref.eq),52.61219,V ugm-3,21,V ugm-3 (BAM)
2021-01-07,09:00:00,1.29721,V ugm-3,59.08279,V ugm-3,24.7,V ugm-3 (TEOM FDMS),6.83527,V ugm-3,48.12545,V ugm-3,16.415,V ugm-3 (Ref.eq),57.59786,V ugm-3,23,V ugm-3 (BAM)
2021-01-07,10:00:00,2.04559,V ugm-3,62.97756,V ugm-3,27.4,V ugm-3 (TEOM FDMS),10.37764,V ugm-3,42.7255,V ugm-3,16.769,V ugm-3 (Ref.eq),54.19914,V ugm-3,17,V ugm-3 (BAM)
2021-01-07,11:00:00,3.24301,V ugm-3,57.01671,V ugm-3,25.3,V ugm-3 (TEOM FDMS),13.47098,V ugm-3,39.43218,V ugm-3,17.264,V ugm-3 (Ref.eq),52.67127,V ugm-3,16,V ugm-3 (BAM)
2021-01-07,12:00:00,4.19097,V ugm-3,59.55006,V ugm-3,27.8,V ugm-3 (TEOM FDMS),15.91571,V ugm-3,40.75254,V ugm-3,17.217,V ugm-3 (Ref.eq),53.06756,V ugm-3,19,V ugm-3 (BAM)
2021-01-07,13:00:00,4.64,V ugm-3,55.62142,V ugm-3,31,V ugm-3 (TEOM FDMS),20.15657,V ugm-3,35.63518,V ugm-3,14.505,V ugm-3 (Ref.eq),46.95096,V ugm-3,23,V ugm-3 (BAM)
2021-01-07,14:00:00,4.98925,V ugm-3,64.15084,V ugm-3,38,V ugm-3 (TEOM FDMS),20.40603,V ugm-3,35.67734,V ugm-3,16.415,V ugm-3 (Ref.eq),47.06393,V ugm-3,21,V ugm-3 (BAM)
2021-01-07,15:00:00,5.13893,V ugm-3,61.10825,V ugm-3,31.9,V ugm-3 (TEOM FDMS),17.46238,V ugm-3,36.11372,V ugm-3,18.656,V ugm-3 (Ref.eq),46.83649,V ugm-3,19,V ugm-3 (BAM)
2021-01-07,16:00:00,9.37979,V ugm-3,50.51107,V ugm-3,27.5,V ugm-3 (TEOM FDMS),25.99399,V ugm-3,32.78134,V ugm-3,9.623,V ugm-3 (Ref.eq),52.72662,V ugm-3,28,V ugm-3 (BAM)
2021-01-07,17:00:00,5.68775,V ugm-3,62.87374,V ugm-3,34.8,V ugm-3 (TEOM FDMS),11.37549,V ugm-3,45.81539,V ugm-3,11.627,V ugm-3 (Ref.eq),58.33457,V ugm-3,27,V ugm-3 (BAM)
2021-01-07,18:00:00,1.89592,V ugm-3,61.11544,V ugm-3,26.5,V ugm-3 (TEOM FDMS),3.94151,V ugm-3,49.31784,V ugm-3,17.948,V ugm-3 (Ref.eq),55.67219,V ugm-3,27,V ugm-3 (BAM)
2021-01-07,19:00:00,1.44688,V ugm-3,53.07954,V ugm-3,24.6,V ugm-3 (TEOM FDMS),4.93936,V ugm-3,45.36753,V ugm-3,19.929,V ugm-3 (Ref.eq),56.35156,V ugm-3,24,V ugm-3 (BAM)
2021-01-07,20:00:00,2.49463,V ugm-3,51.40353,V ugm-3,20.6,V ugm-3 (TEOM FDMS),8.18237,V ugm-3,40.94357,V ugm-3,18.656,V ugm-3 (Ref.eq),57.31303,V ugm-3,22,V ugm-3 (BAM)
2021-01-07,21:00:00,1.84602,V ugm-3,50.66781,V ugm-3,25.5,V ugm-3 (TEOM FDMS),6.13678,V ugm-3,42.59501,V ugm-3,22.642,V ugm-3 (Ref.eq),52.66829,V ugm-3,22,V ugm-3 (BAM)
2021-01-07,22:00:00,1.64645,V ugm-3,48.95749,V ugm-3,24.9,V ugm-3 (TEOM FDMS),5.73764,V ugm-3,40.54641,V ugm-3,21.651,V ugm-3 (Ref.eq),51.36573,V ugm-3,25,V ugm-3 (BAM)
2021-01-07,23:00:00,2.09549,V ugm-3,49.07439,V ugm-3,20.8,V ugm-3 (TEOM FDMS),5.88732,V ugm-3,39.88641,V ugm-3,20.731,V ugm-3 (Ref.eq),40.66177,V ugm-3,25,V ugm-3 (BAM)
2021-01-07,24:00:00,3.14323,V ugm-3,43.26323,V ugm-3,20.3,V ugm-3 (TEOM FDMS),5.53807,V ugm-3,39.16197,V ugm-3,20.283,V ugm-3 (Ref.eq),40.20868,V ugm-3,26,V ugm-3 (BAM)



End
