"Date","PM25"
2019-07-31,4.07083333333333
2019-08-01,7.95
2019-08-02,8.91666666666667
2019-08-03,7.64583333333333
2019-08-04,8.95416666666667
2019-08-05,5.27916666666667
2019-08-06,4.12
2019-08-07,NA
2019-08-08,5.9
2019-08-09,6.09583333333333
2019-08-10,7.15833333333333
2019-08-11,5.2375
2019-08-12,6.7125
2019-08-13,4.53333333333333
2019-08-14,4.88333333333333
2019-08-15,4.1375
2019-08-16,5.04166666666667
2019-08-17,5.00833333333333
2019-08-18,4.225
2019-08-19,4.55416666666667
2019-08-20,6.73333333333333
2019-08-21,8.55416666666667
2019-08-22,7.55416666666667
2019-08-23,10.9916666666667
2019-08-24,23.0166666666667
2019-08-25,30.4375
2019-08-26,23.7875
2019-08-27,24.0666666666667
2019-08-28,6.75416666666667
2019-08-29,4.5875
2019-08-30,6.19583333333333
2019-08-31,5.96666666666667
2019-09-01,4.02916666666667
2019-09-02,4.6875
2019-09-03,4.00416666666667
2019-09-04,2.95416666666667
2019-09-05,6.375
2019-09-06,6.42916666666667
2019-09-07,5.40416666666667
2019-09-08,6.3304347826087
2019-09-09,7.99166666666667
2019-09-10,10.4583333333333
2019-09-11,4.69166666666667
2019-09-12,4.92916666666667
2019-09-13,7.19583333333333
2019-09-14,10.2083333333333
2019-09-15,9.8625
2019-09-16,9.4625
2019-09-17,6.89166666666667
2019-09-18,7.76666666666667
2019-09-19,8.775
2019-09-20,11.6208333333333
2019-09-21,12.7541666666667
2019-09-22,9.00416666666667
2019-09-23,3.6875
2019-09-24,4.50833333333333
2019-09-25,3.9125
2019-09-26,5.4375
2019-09-27,6.10416666666667
2019-09-28,3.125
2019-09-29,2.52916666666667
2019-09-30,4.875
2019-10-01,5.475
2019-10-02,5.9625
2019-10-03,11.5666666666667
2019-10-04,9.16842105263158
2019-10-05,10.025
2019-10-06,6.07083333333333
2019-10-07,5.40416666666667
2019-10-08,6.09166666666667
2019-10-09,4.13333333333333
2019-10-10,5.4125
2019-10-11,4.8875
2019-10-12,5.3125
2019-10-13,4.61666666666667
2019-10-14,8.35416666666667
2019-10-15,6.09166666666667
2019-10-16,7.1875
2019-10-17,6.35
2019-10-18,5.03333333333333
2019-10-19,6.4
2019-10-20,9.91666666666667
2019-10-21,6.4625
2019-10-22,12.2375
2019-10-23,20.0041666666667
2019-10-24,20.4791666666667
2019-10-25,5.0375
2019-10-26,5.82083333333333
2019-10-27,9.30416666666667
2019-10-28,13.6083333333333
2019-10-29,4.50833333333333
2019-10-30,12.275
2019-10-31,26.5708333333333
2019-11-01,11.5375
2019-11-02,4.51666666666667
2019-11-03,10.0583333333333
2019-11-04,9.2875
2019-11-05,12.3333333333333
2019-11-06,17.9
2019-11-07,5.7875
2019-11-08,14.9958333333333
2019-11-09,12.3416666666667
2019-11-10,10.8041666666667
2019-11-11,6.23333333333333
2019-11-12,4.21739130434783
2019-11-13,6.38571428571429
2019-11-14,6.625
2019-11-15,10.2958333333333
2019-11-16,16.5913043478261
2019-11-17,23.1666666666667
2019-11-18,8.78
2019-11-19,22.0291666666667
2019-11-20,11.3291666666667
2019-11-21,24.625
2019-11-22,8.48333333333333
2019-11-23,15.6583333333333
2019-11-24,16.2458333333333
2019-11-25,7.07916666666667
2019-11-26,5.0125
2019-11-27,6.51666666666667
2019-11-28,7.44583333333333
2019-11-29,10.4416666666667
2019-11-30,15.55
2019-12-01,7.3125
2019-12-02,18.6708333333333
2019-12-03,17.1041666666667
2019-12-04,27.0541666666667
2019-12-05,18.9541666666667
2019-12-06,2.97916666666667
2019-12-07,4.99166666666667
2019-12-08,4.45833333333333
2019-12-09,6.85416666666667
2019-12-10,5.95416666666667
2019-12-11,5.66666666666667
2019-12-12,5.25
2019-12-13,4.84583333333333
2019-12-14,4.95416666666667
2019-12-15,3.99166666666667
2019-12-16,6.65789473684211
2019-12-17,11
2019-12-18,8.50416666666667
2019-12-19,8.1
2019-12-20,5.50416666666667
2019-12-21,4.00833333333333
2019-12-22,5.27916666666667
2019-12-23,6.07916666666667
2019-12-24,5.89166666666667
2019-12-25,10.1083333333333
2019-12-26,7.90416666666667
2019-12-27,15.625
2019-12-28,15.2
2019-12-29,15.0625
2019-12-30,19.6833333333333
2019-12-31,20.6375
2020-01-01,34.6208333333333
2020-01-02,7.43333333333333
2020-01-03,6.10833333333333
2020-01-04,6.43333333333333
2020-01-05,4.31666666666667
2020-01-06,6.49166666666667
2020-01-07,6.875
2020-01-08,9.91666666666667
2020-01-09,4.675
2020-01-10,7.175
2020-01-11,5.35833333333333
2020-01-12,2.89583333333333
2020-01-13,3.58333333333333
2020-01-14,4.25
2020-01-15,4.78333333333333
2020-01-16,5.9375
2020-01-17,4.15416666666667
2020-01-18,10.2458333333333
2020-01-19,12.9583333333333
2020-01-20,29.4428571428571
2020-01-21,33.0375
2020-01-22,24.2083333333333
2020-01-23,17.9958333333333
2020-01-24,18.8666666666667
2020-01-25,21.3125
2020-01-26,13.1791666666667
2020-01-27,3.67
2020-01-28,NA
2020-01-29,7.7
2020-01-30,5.30416666666667
